paper_id,conference,title,discovery_status,discovered_repository,discovery_method,discovery_evidence,default_branch,candidate_repositories,candidate_scores,search_repositories,visual_source_files,best_pdf_context,text_path
iclr-2026-e7be893c9452,ICLR,Through the Lens of Contrast: Self-Improving Visual Reasoning in VLMs,no_public_source_found,,,,,zhiyupan42/VC-STaR,2,,,"ing self-improving approaches but also sur- passes models finetuned on the SoTA visual reasoning datasets, demonstrating that the inherent contrastive ability of VLMs can bootstrap their own visual reasoning. Project at: https://github.com/zhiyupan42/VC-STaR. 1 I NTRODUCTION The scaling of large language models (LLM) has led to the emergence of reasoning capabilities (Wei et al., 2022a), making a transition from System 1 to System 2 (Kahneman, 2011) and enabling lan- guage models to tackle complex, multi-s",corpus/text/iclr-2026-e7be893c9452.txt
iclr-2026-e7ef44128dd8,ICLR,True Self-Supervised Novel View Synthesis is Transferable,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-e7ef44128dd8.txt
iclr-2026-e87e18e18569,ICLR,SWINGARENA: Adversarial Programming Arena for Long-context GitHub Issue Solving,no_public_source_found,,,,,davecgh/go-spew|ollama/ollama|spf13/cobra,0|0|0,,,.. [test/test-1] Run Main check that ’go generate’ is clean [test/test-1] | go: downloading github.com/spf13/cobra v1.7.0 ... [test/test-1] Success - Main check that ’go generate’ is clean [test/test-1] Run Main go test [test/test-1] | go: downloading github.com/davecgh/go-spew v1.1.1 ... [test/test-1] | ? github.com/ollama/ollama [no test files] [test/test-1] | ok github.com/ollama/ollama/api 0.015s [test/test-1] | ok github.com/ollama/ollama/server/sched 0.004s ... [test/test-1] Success - Main go te,corpus/text/iclr-2026-e87e18e18569.txt
iclr-2026-e943a2f002d1,ICLR,"UALM: Unified Audio Language Model for Understanding, Generation and Reasoning",no_public_source_found,,,,,NVIDIA/audio-intelligence,5,NVIDIA/audio-intelligence|Ruiqi-Yan/Awesome-Audio-Editing|lwpyh/Awesome-MLLM-Reasoning-Collection,,"esearch landscape. First, prior works predominantly tackled audio understanding ∗ Equal Contribution. CMU1 . NVIDIA2 . UMD3 . †: Work done during an internship at NVIDIA. ‡ Demo samples: https://research.nvidia.com/labs/adlr/UALM. Code: https:// github.com/NVIDIA/audio-intelligence/tree/main/UALM. 1 Published as a conference paper at ICLR 2026 and text-to-audio generation as separate tasks. This gap is further entrenched by a divergence in modeling paradigms: understanding tasks a",corpus/text/iclr-2026-e943a2f002d1.txt
iclr-2026-eb4983c11917,ICLR,Learning to See Before Seeing: Demystifying LLM Visual Priors from Language Pre-training,no_public_source_found,,,,,meta-llama/llama3,0,,,"e detailed methodology for classifying our pre-training data is described in Appendix G and Appendix F. Furthermore, details regarding training protocols and evaluation procedures are provided in Appendix B. R EFERENCES AI@Meta. Llama 3 model card. 2024. URL https://github.com/meta-llama/llama3/ blob/main/MODEL_CARD.md. Jean-Baptiste Alayrac, Jeff Donahue, Pauline Luc, Antoine Miech, Iain Barr, Yana Hasson, Karel Lenc, Arthur Mensch, Katherine Millican, Malcolm Reynolds, et al. Flamingo: a visual language model for few-shot learning. In NeurI",corpus/text/iclr-2026-eb4983c11917.txt
iclr-2026-ee69851b0726,ICLR,FIRE: Frobenius-Isometry Reinitialization for Balancing the Stability–Plasticity Tradeoff,no_public_source_found,,,,,karpathy/nanoGPT,-4,,,"r, 1992. Keller Jordan, Yuchen Jin, Vlado Boza, You Jiacheng, Franz Cecista, Laker Newhouse, and Jeremy Bernstein. Muon: An optimizer for hidden layers in neural networks, 2024. URL https://kellerjordan. github. io/posts/muon, 6. Andrej Karpathy. NanoGPT. https://github.com/karpathy/nanoGPT, 2023. Zixuan Ke, Yijia Shao, Haowei Lin, Tatsuya Konishi, Gyuhak Kim, and Bing Liu. Continual pre-training of language models. In The Eleventh International Conference on Learning Represen- tations, 2023. Dongwan Kim and Bohyung Han. On the stability-pla",corpus/text/iclr-2026-ee69851b0726.txt
iclr-2026-f34826d49cba,ICLR,Differentially Private Domain Discovery,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-f34826d49cba.txt
iclr-2026-f37e773ebaa6,ICLR,Let Features Decide Their Own Solvers: Hybrid Feature Caching for Diffusion Transformers,no_public_source_found,,,,,black-forest-labs/flux|hpcaitech/Open-Sora,0|0,,,"e Kong, Qi Tian, Zijian Zhang, Rox Min, Zuozhuo Dai, Jin Zhou, Jiangfeng Xiong, Xin Li, Bo Wu, Jianwei Zhang, et al. Hunyuanvideo: A systematic framework for large video generative models, 2024. URL https://arxiv.org/abs/2412.03603. Black Forest Labs. Flux. https://github.com/black-forest-labs/flux, 2024. Senmao Li, Taihang Hu, Fahad Shahbaz Khan, Linxuan Li, Shiqi Yang, Yaxing Wang, Ming-Ming Cheng, and Jian Yang. Faster diffusion: Rethinking the role of unet encoder in diffusion models. arXiv preprint arXiv:2312.09608, 2023a. Xiuyu Li, Yijiang Liu",corpus/text/iclr-2026-f37e773ebaa6.txt
iclr-2026-f448909bdd66,ICLR,MotionStream: Real-Time Video Generation with Interactive Motion Controls,repository_without_visual_source,alex4727/MotionStream,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=motionstream; matched=controls,generation,interactive,motion,motionstream,real,time,video",main,aigc-apps/VideoX-Fun,0,alex4727/MotionStream|gracezhao1997/Awesome-Video-World-Models-with-AR-Diffusion|liujiuming123/Awesome-Interactive-World-Model|inFaaa/Awesome-Personalized-Video-Creation|QuenithAI/Video-Generation-Paper-List,,"he Packard Fellowship. 10 Published as a conference paper at ICLR 2026 R EFERENCES AIGC-Apps and Alibaba PAI Team. VideoX-Fun: A Flexible Framework for Video Generation at Any Resolution. https://github.com/aigc-apps/VideoX-Fun, 2024. Sherwin Bahmani, Ivan Skorokhodov, Victor Rong, Gordon Wetzstein, Leonidas Guibas, Peter Wonka, Sergey Tulyakov, Jeong Joon Park, Andrea Tagliasacchi, and David B Lindell. 4d-fy: Text-to-4d generation using hybrid score distillation sampling. In P",corpus/text/iclr-2026-f448909bdd66.txt
iclr-2026-f63ee6bf1935,ICLR,DepthLM: Metric Depth from Vision Language Models,repository_without_visual_source,facebookresearch/DepthLM_Official,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=depthlm; matched=depth,depthlm,language,metric,vision; explicit_code_context=1",main,facebookresearch/DepthLM_Official,17,,,"of most advanced VLMs by over 2x, making VLMs for the first time comparable with pure vision models. The simplicity of DepthLM also enables a single VLM to cover various 3D tasks beyond metric depth. Code and model are available at https://github.com/facebookresearch/DepthLM_Official. 1 Published as a conference paper at ICLR 2026 1 I NTRODUCTION Understanding 3D from 2D inputs lies at the core of many applications, such as self-driving and robotics. Pure vision models (Hu et al.",corpus/text/iclr-2026-f63ee6bf1935.txt
iclr-2026-f8c3d1a8ada1,ICLR,Rodrigues Network for Learning Robot Actions,repository_without_visual_source,mzhmxzh/RodriguesNetwork,github_title_search_verified,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=actions,network,robot,rodrigues; matched=actions,network,robot,rodrigues",main,,,mzhmxzh/RodriguesNetwork|Songwxuan/Embodied-AI-Paper-TopConf|qq456cvb/qq456cvb|yingchengyang/Reinforcement-Learning-Papers|Nolanwangth/awesome-robotics-papers,,,corpus/text/iclr-2026-f8c3d1a8ada1.txt
iclr-2026-f8f364a44221,ICLR,OpenThoughts: Data Recipes for Reasoning Models,unresolved,PrimeIntellect/real,explicit_pdf_url,repository unresolved; explicit_code_context=1,,PrimeIntellect/real|huggingface/open-r1|project-numina/aimo-progres|sahil280114/codealpaca,12|0|0|0,,,"https://huggingface.co/datasets/PrimeIntellect/stackexchange-que stion-answering. PrimeIntellect. Synthetic-1. https://huggingface.co/datasets/PrimeIntellect /SYNTHETIC-1, 2025. Dataset available on Hugging Face. PrimeIntellect. real-world-swe-problems. https://github.com/PrimeIntellect/real -world-swe-problems, 2025. GitHub repository. prithivMLmods. Coder-Stat dataset. https://huggingface.co/datasets/prithivMLm ods/Coder-Stat, 2024. Accessed: September 19, 2025. Xiangyu Qi, Yi Zeng, Tinghao Xie, Pin-Yu Chen, Ruoxi Jia, Prateek Mittal, and P",corpus/text/iclr-2026-f8f364a44221.txt
iclr-2026-fac989b896c5,ICLR,"Agent Data Protocol: Unifying Datasets for Diverse, Effective Fine-tuning of LLM Agents",no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-fac989b896c5.txt
iclr-2026-fb08cee992a1,ICLR,AgentGym-RL: An Open-Source Framework to Train LLM Agents for Long-Horizon Decision Making via Multi-Turn RL,partial_visual_source,WooooDyy/AgentGym-RL,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=0; token_recall=1.000; anchors=agentgym; matched=agentgym,agents,decision,framework,horizon,llm,long,making,multi,open,source,train; explicit_code_context=1",main,WooooDyy/AgentGym-RL,17,,AgentGym-RL/verl/agent_trainer/config/evaluation.yaml,"in diverse environments. We share key insights and re- lease the full framework, including code and datasets, to empower the community in building the next generation of intelligent agents. Our framework is available at https://github.com/WooooDyy/AgentGym-RL. 1 I NTRODUCTION As Large Language Models (LLMs) rapidly advance (OpenAI, 2023; Anthropic, 2024; DeepSeek- AI et al., 2024; Team et al., 2023; Yang et al., 2025b), their applications have extended from chatbots to autonomous agents addressing long-ho",corpus/text/iclr-2026-fb08cee992a1.txt
iclr-2026-fd78f005be2e,ICLR,Neon: Negative Extrapolation From Self-Training Improves Image Generation,repository_without_visual_source,VITA-Group/Neon,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=neon; matched=extrapolation,generation,image,improves,negative,neon,self,training; explicit_code_context=1",main,VITA-Group/Neon,14,,,"eNet, CIFAR-10, and FFHQ). In particular, on ImageNet 256x256, Neon elevates the xAR-L model to a new state-of-the-art FID of 1.02 with only 0.36% additional training compute. Code is available at https://github.com/VITA-Group/Neon xAR-L xAR-L + Neon Figure 1: Good to great: Neon’s state-of-the-art performance on ImageNet-256. Neon elevates a powerful baseline generative model (xAR-L, top row) to a new level of sharpness and realism (bottom row) with a simple pos",corpus/text/iclr-2026-fd78f005be2e.txt
iclr-2026-fdf9a5fa8f55,ICLR,Common Corpus: The Largest Collection of Ethical Data for LLM Pre-Training,no_public_source_found,,,,,aboSamoor/pycld2|natliblux/nautilusocr|nlpaueb/edgar-crawler,0|0|0,,,"pp. 3554–3565, Online, June 2021. Association for Computational Linguistics. doi: 10.18653/v1/2021.naacl-main.278. URL https://aclanthology.org/2021.naacl-m ain.278/. Rami Al-Rfou. pycld2: Python bindings for the Compact Language Detector 2, 2013. URL https://github.com/aboSamoor/pycld2. Python bindings for the CLD2 C++ library by Dick Sites. Catherine Arnett, Eliot Jones, Ivan P Yamshchikov, and Pierre-Carl Langlais. Toxicity of the Commons: Curating Open-Source Pre-Training Data. arXiv preprint arXiv:2410.22587, 2024. Viraat Aryabumi,",corpus/text/iclr-2026-fdf9a5fa8f55.txt
iclr-2026-fe86008e62d4,ICLR,The Polar Express: Optimal Matrix Sign Methods and their Application to the Muon Algorithm,no_public_source_found,,,,,modichirag/GPT-opt|NoahAmsel/PolarExpress,9|2,,,"plete Pytorch implementation of our method is given in Ap- pendix A. Details of our experiments, including hyperparameters, are given in Sections 4.1 and 4.2. Source code to reproduce our experiments is given in the supplementary materials and is available at https://github.com/modichirag/GPT-opt/tree/polar, in the polar branch. Proofs of all theoretical claims can be found in the appendices. R EFERENCES N. I. Achieser. Theory of approximation. Dover Publications, Inc., New York, 1992. ISBN 0-486- 67129-1. Translated from the Russian and with a pre",corpus/text/iclr-2026-fe86008e62d4.txt
iclr-2026-ff40de6c7ac1,ICLR,$p\textrm{-less}$ Sampling: A Robust Hyperparameter-Free Approach for LLM Decoding,no_public_source_found,,,,,,,,,,corpus/text/iclr-2026-ff40de6c7ac1.txt
icml-2026-01423817c82b,ICML,Skip a Layer or Loop It? Learning Program-of-Layers in LLMs,no_public_source_found,,,,,tianyi-lab/PoLar,2,,,ip a Layer or Loop It? Learning Program-of-Layers in LLMs Ziyue Li 1 Yang Li Tianyi Zhou 2 Project: https://github.com/tianyi-lab/PoLar Recurrent: reuse one or more Abstract,corpus/preprint_text/icml-2026-01423817c82b.txt
icml-2026-07e2bc33888c,ICML,Rapid Poison: Practical Poisoning Attacks Against the Rapid Response Framework,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-07e2bc33888c.txt
icml-2026-114dd793a5be,ICML,Steer Like the LLM: Activation Steering that Mimics Prompting,no_public_source_found,,,,,Nokia-Bell-Labs/stee,2,,,"ic Preprint. May 6, 2026. steering coefficients estimated from the activations them- 2 https://github.com/Nokia-Bell-Labs/stee selves, relaxing the common design choice to intervene r-like-the-llm 1",corpus/preprint_text/icml-2026-114dd793a5be.txt
icml-2026-121abf6fcacd,ICML,How Many Different Outputs Can a Transformer Generate?,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-121abf6fcacd.txt
icml-2026-124a926154b3,ICML,VALUEFLOW: Toward Pluralistic and Steerable Value-based Alignment in Large Language Models,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-124a926154b3.txt
icml-2026-12ceaf196f4d,ICML,Efficiently Training Time-to-First-Spike Spiking Neural Networks from Scratch,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-12ceaf196f4d.txt
icml-2026-13200752b19d,ICML,When the Prompt Becomes Visual: Vision-Centric Jailbreak Attacks for Large Image Editing Models,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-13200752b19d.txt
icml-2026-159ec0c7baad,ICML,EcoVLA: Environment-Aware Adaptive Pruning with Interleaved Inference Orchestration for Vision-Language-Action Models,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-159ec0c7baad.txt
icml-2026-184e90336c6b,ICML,VGGT-Motion: Motion-Aware Calibration-Free Monocular SLAM for Long-Range Consistency,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-184e90336c6b.txt
icml-2026-19ec66cff1c1,ICML,Online Conformal Prediction via Universal Portfolio Algorithms,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-19ec66cff1c1.txt
icml-2026-1c5182bdf0c8,ICML,"Base Models Know How to Reason, Thinking Models Learn When",no_public_source_found,,,,,cvenhoff/thinking-llms-interp,3,,,"le or distributed reason- terns without imposing pre-existing assumptions about how models reason. Clustering algorithms are particularly well- 1 https://github.com/cvenhoff/thinking-llms-interp suited, identifying natural groupings in high-dimensional 2 Base Models Know How to Reason, Thinking Models Learn When acti",corpus/preprint_text/icml-2026-1c5182bdf0c8.txt
icml-2026-1d55d472edbc,ICML,Welfare-Optimal Classification with Accuracy Auctions,no_public_source_found,,,,,socialfoundations/folktables|BML-Technion/accuracy_auctions,9|6,,,"tic regression with L2 regularization . Appendix D.6 also uses KNN implemented using sklearn with different values of k. C.2. Real Data Our semi-synthetic experiments are base on the folktables dataset (Ding et al., 2021). This data is publicly available at: https://github.com/socialfoundations/folktables. Specifically, we used the Income task where the goal is 25 Welfare-Optimal Classification with Accuracy Auctions to predict wether an individual’s income",corpus/preprint_text/icml-2026-1d55d472edbc.txt
icml-2026-1dfcf4c8869d,ICML,FlexRank: Nested Low-Rank Knowledge Decomposition for Adaptive Model Deployment,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-1dfcf4c8869d.txt
icml-2026-1e762aa63b55,ICML,Midtraining Bridges Pretraining and Posttraining Distributions,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-1e762aa63b55.txt
icml-2026-1ef10519dcd7,ICML,High-accuracy sampling for diffusion models and log-concave distributions,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-1ef10519dcd7.txt
icml-2026-21bf37d1d47a,ICML,Disentangling Latent Risk Pathways via Bayesian Hypergraph Inference,repository_without_visual_source,Naomi-Ding/BHPI,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=bayesian,disentangling,hypergraph,inference,latent,pathways; matched=bayesian,disentangling,hypergraph,inference,latent,pathways,risk; explicit_code_context=1",main,Naomi-Ding/BHPI,12,,,"1 Our implementation is publicly available at https:// ∗ rameter νj,e is coupled across hyperedges by the repulsion github.com/Naomi-Ding/BHPI. 5 Disentangling Latent Risk Pathways via Bayesian Hypergraph Inference Table 1. Predictive performance on simulated data. Mean (standard",corpus/preprint_text/icml-2026-21bf37d1d47a.txt
icml-2026-26bfc642d651,ICML,PRISM: Gauge-Invariant Tangent-Space Differentially Private LoRA,repository_without_visual_source,osu-srml/PRISM-DP-LoRA,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=prism; matched=differentially,gauge,invariant,lora,prism,private,space,tangent; explicit_code_context=1",main,osu-srml/PRISM-DP-LoRA,18,,,"r(m + n − r). The project code is available at rather than the factors themselves, that ultimately deter- github.com/osu-srml/PRISM-DP-LoRA. mines model behavior. As a consequence, naively applying DP-SGD in factor space (i) induces gauge-dependent per- turbations on the intrinsic update Z, meaning that different 2. Problem Formulation factor pairs corresponding to the same intrinsic",corpus/preprint_text/icml-2026-26bfc642d651.txt
icml-2026-2801956159d6,ICML,Lookahead Sample Reward Guidance for Test-Time Scaling of Diffusion Models,no_public_source_found,,,,,zacharyhorvitz/Fk-Diffusion-Steering,3,,,"ontinues to generate diverse samples, in contrast to the limitations observed in SMC. Finally, we note that fidelity and diversity are fundamentally traded off in generative modeling, and LiDAR provides effective control through the choice of λ and n. 2 https://github.com/zacharyhorvitz/Fk-Diffusion-Steering/blob/main/text_to_image/fkd_ diffusers/rewards.py 25 Lookahead Sample Reward Guidance for Test-Time Scaling of Diffusion Models D.4. SDXL with DDIM 50 Steps Table 10 sho",corpus/preprint_text/icml-2026-2801956159d6.txt
icml-2026-2b0091abd25f,ICML,daVinci-Dev: Agent-native Mid-training for Software Engineering,no_public_source_found,,,,,en/graphql|en/rest,0|0,,,"B tokens), comprising 6 5 million PRs from 7.4 × 10 repositories, focuses on Python development to ensure alignment with benchmarks. 1 REST API: https://docs.github.com/en/rest 2 GraphQL API: https://docs.github.com/en/graphql 3 In the future, we will scale our approach to more repositories. 5 3.2 Environmentally-Native Trajectories",corpus/preprint_text/icml-2026-2b0091abd25f.txt
icml-2026-2b91f2863fcf,ICML,Manifold-Optimal Guidance: A Unified Riemannian Control View of Diffusion Guidance,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-2b91f2863fcf.txt
icml-2026-2d22f08859e8,ICML,ClinTutor-R1: Advancing Scalable and Robust One-to-Many Alignment in Clinical Socratic Education,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-2d22f08859e8.txt
icml-2026-315bbaf35118,ICML,Scaling Real-World Robot Policy Evaluation via Discrete Diffusion World Model,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-315bbaf35118.txt
icml-2026-32a8402c370d,ICML,Asymmetric Perturbation in Solving Bilinear Saddle-Point Optimization,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-32a8402c370d.txt
icml-2026-35879ec17414,ICML,Geometry-Aware Decoding with Wasserstein-Regularized Truncation and Mass Penalties for Large Language Models,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-35879ec17414.txt
icml-2026-388e7825c92c,ICML,How RL Unlocks the Aha Moment in Geometric Interleaved Reasoning,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-388e7825c92c.txt
icml-2026-422971fda9c0,ICML,Procedural Pretraining: Warming Up Language Models with Abstract Data,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-422971fda9c0.txt
icml-2026-42cbf99e9181,ICML,Ratio-Variance Regularized Policy Optimization,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-42cbf99e9181.txt
icml-2026-447e2cef4c1c,ICML,PLANTAIN: Plan-Answer Interleaved Reasoning,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-447e2cef4c1c.txt
icml-2026-44d93fac8702,ICML,Effective Reasoning Chains Reduce Intrinsic Dimensionality,no_public_source_found,,,,,google-research-datasets/GSM-IC,0,,,/test 3 Source: https://huggingface.co/datasets/apple/GSM-Symbolic/ 4 Source: https://huggingface.co/datasets/apple/GSM-Symbolic/viewer/p1 5 Source: https://huggingface.co/datasets/apple/GSM-Symbolic/viewer/p2 6 Source: https://github.com/google-research-datasets/GSM-IC/blob/main/GSM-IC_mstep.json 7 Source: https://huggingface.co/datasets/reasoning-machines/gsm-hard 14 Effective Reasoning Chains Reduce Intrinsic Di,corpus/preprint_text/icml-2026-44d93fac8702.txt
icml-2026-44fb3b3b59c9,ICML,Minimax Optimal Strategy for Delayed Observations in Online Reinforcement Learning,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-44fb3b3b59c9.txt
icml-2026-4d6c3bd9ff61,ICML,"UniPercept: Towards Unified Perceptual-Level Image Understanding across Aesthetics, Quality, Structure, and Texture",no_public_source_found,,,,,thunderbolt215/UniPercept,5,,,Website https://thunderbolt215.github.io/Unipercept-project Code https://github.com/thunderbolt215/UniPercept Benchmark & Checkpoint https://hf.co/collections/Thunderbolt215215/unipercept,corpus/preprint_text/icml-2026-4d6c3bd9ff61.txt
icml-2026-4e1dcbf5b839,ICML,LIMSSR: LLM-Driven Sequence-to-Score Reasoning under Training-Time Incomplete Multimodal Observations,repository_without_visual_source,XuHuangbiao/LIMSSR,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=limssr; matched=driven,incomplete,limssr,llm,multimodal,observations,reasoning,score,sequence,time,training,under; explicit_code_context=1",main,XuHuangbiao/LIMSSR,17,,,", or data corruption. Consequently, Incom- efficient multimodal learning. Code is available plete Multimodal Learning (IML) has emerged as a critical at https://github.com/XuHuangbiao/LIMSSR. paradigm, requiring models to function robustly on arbitrary subsets of available modalities without catastrophic perfor-",corpus/preprint_text/icml-2026-4e1dcbf5b839.txt
icml-2026-4e7a98266982,ICML,A Call to Lagrangian Action: Learning Population Mechanics from Temporal Snapshots,no_public_source_found,,,,,guanton/WLM,0,,,"dataset. There, the task is to predict the last marginal, af- in Section C. The code repository is available on GitHub: ter training on 10 previous marginals of 400 samples each. https://github.com/guanton/WLM. For the interpolation task, we add time features to model a time-varying potential energy U[ρt ,",corpus/preprint_text/icml-2026-4e7a98266982.txt
icml-2026-4f5bde46fdf3,ICML,Learning Unmasking Policies for Diffusion Language Models,no_public_source_found,,,,,apple/ml-rl-dllm,2,,,"state-of-the-art heuristics when combined with semi-autoregressive (block) generation, while outperforming them in the full-diffusion setting. Code: https://github.com/apple/ml-rl-dllm Correspondence: MJ: m.jazbec@uva.nl; TXO: theoxo@csail.mit.edu; MC: cuturi@apple.com Contributions: * denotes equal contribution; work done while MJ and TXO were interns a",corpus/preprint_text/icml-2026-4f5bde46fdf3.txt
icml-2026-500e61245eb4,ICML,Revenue Guarantees of No-Swap-Regret Dynamics in First Price Auctions,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-500e61245eb4.txt
icml-2026-536d8d3e0efc,ICML,Provably Convergent Actor-Critic in Risk-averse MARL,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-536d8d3e0efc.txt
icml-2026-57d6cc1a187d,ICML,Motion Attribution for Video Generation,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-57d6cc1a187d.txt
icml-2026-57e09ec1b6ac,ICML,Eigenvectors of Experts are Training-free Non-collapsing Routers,repository_without_visual_source,giangdip2410/SSMoE,explicit_pdf_url,"metadata_title_exact=1; readme_title_exact=1; token_recall=1.000; anchors=collapsing,eigenvectors,experts,free,routers,training; matched=collapsing,eigenvectors,experts,free,non,routers,training; explicit_code_context=1",main,giangdip2410/SSMoE|OpenSparseLLMs/CLIP-MoE|tatsu-lab/stanford_alpaca|tianyi-lab/MoE-Embedding,14|0|0|-3,,,"effective SMoE architectures. Our im- plementation is publicly available at https: We investigate routing behavior in several advanced, well- //github.com/giangdip2410/SSMoE. trained SMoE models (Muennighoff et al., 2025; Dai et al., 2024; Team, 2024) and observe that even pretrained rout",corpus/preprint_text/icml-2026-57e09ec1b6ac.txt
icml-2026-5cb9c5807bca,ICML,ADEPT: RL-Aligned Agentic Decoding of Emotion via Evidence Probing Tools — From Consensus Learning to Ambiguity-Driven Emotion Reasoning,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-5cb9c5807bca.txt
icml-2026-5d3146110f97,ICML,Enhancing Reasoning for Diffusion LLMs via Distribution Matching Policy Optimization,no_public_source_found,,,,,huggingface/trl|Jiayi-Pan/TinyZero,0|0,,,"Thrush, T., Lambert, N., Huang, S., Rasul, K., and Gal- Cheng, Z., Liu, Z., Xing, E., Thickstun, J., and Vah- louédec, Q. TRL: Transformer reinforcement learning. dat, A. Esoteric language models. arXiv preprint https://github.com/huggingface/trl, arXiv:2506.01928, 2025. 2020. 13 Enhancing Reasoning for Diffusion LLMs via Distribution Matching Policy Optimization Wang,",corpus/preprint_text/icml-2026-5d3146110f97.txt
icml-2026-5e9fe0b20cf5,ICML,DISCO: Mitigating Bias in Deep Learning with Conditional Distance Correlation,no_public_source_found,,,,,deepmind/dsprites-dataset,0,,,"in hilbert space. Annals of mathematics, 38(4):787–793, Matthey, L., Higgins, I., Hassabis, D., and Lerchner, 1937. A. dsprites: Disentanglement testing sprites dataset. https://github.com/deepmind/dsprites-dataset/, 2017. Schoenberg, I. J. Metric spaces and positive definite func- tions. Transactions of the American Mathematical Soci- Miao, W., Geng, Z., and Tchetgen Tchetgen, E. J. I",corpus/preprint_text/icml-2026-5e9fe0b20cf5.txt
icml-2026-61bea4dcf717,ICML,MetaphorVU: Towards Metaphorical Video Understanding,no_public_source_found,,,,,icip-cas/MetaphorVU|YaoFANGUK/video-subtitle-remover,5|3,,,"future research on advancing MLLMs. ical videos is a high-order cognitive process that transforms Code: https://github.com/icip-cas/MetaphorVU. perceived signals into deeper semantics, with the core lying",corpus/preprint_text/icml-2026-61bea4dcf717.txt
icml-2026-64951680e1b2,ICML,Protein Fold Classification at Scale: Benchmarking and Pretraining,no_public_source_found,,,,,microsoft/protein-sequence-models,3,,,"mputed through average pooling over amino acid representations, as suggested by the official tutorials. For end-to-end fine-tuning, we similarly use a layer-wise learning decay and use exactly the same hyperparameters as used for fine-tuning MiAE. 1 https://github.com/microsoft/protein-sequence-models 16 Protein Fold Classification at Scale: Benchmarking and Pretraining (a) (b) (c)",corpus/preprint_text/icml-2026-64951680e1b2.txt
icml-2026-65a15e969ebf,ICML,Just-In-Time Reinforcement Learning: Continual Learning in LLM Agents Without Gradient Updates,repository_without_visual_source,liushiliushi/JitRL,explicit_pdf_url,"metadata_title_exact=0; readme_title_exact=1; token_recall=1.000; anchors=; matched=agents,continual,gradient,just,llm,reinforcement,time,updates,without; explicit_code_context=1",master,liushiliushi/JitRL,14,,,current AI systems are most deficient in their “capability to tinual learning agents. The code is available at continually learn new information”. https://github.com/liushiliushi/JitRL. One potential solution is conventional reinforcement learn-,corpus/preprint_text/icml-2026-65a15e969ebf.txt
icml-2026-67206cc61e49,ICML,Conformal Policy Control,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-67206cc61e49.txt
icml-2026-6b81cf37c92f,ICML,Decomposed On-Policy Distillation for Vision-Language Reasoning: Steering Gradients for Visual Grounding,no_public_source_found,,,,,,,,,,corpus/preprint_text/icml-2026-6b81cf37c92f.txt
